Serialnumber: Y2007YEF00GL2, Testresult: Successful
"ExecutionNumberInTest";"ThreadNumber";"ExecutionNumberInThread";"ExecutionCountOfStep";"SectionId";"SectionSubId";"Id";"PluginName";"CategoryName";"CommandName";"ExternalId";"Text";"LowerLimit";"Value";"TypeOfValue";"UpperLimit";"Unit";"CompareMode";"ValidationStatus";"StatusText";"StartTime";"StepTime";"Result"
            332;1;332;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X313_Mirror_Poti_Pos-X and MuxHighLow_X304_Mir_Poti_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,691.1779;1.6654;"True"
        333;1;333;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_HEAT_GND_X303_TO_MIRROR_SIDE_INDICATION_X311";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror Heat GND (X303) to Mirror Side Indication (X311)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,692.9365;85.6701;"True"
            334;1;334;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X303_Mirror_Heat_GND and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,693.1998;77.3179;"True"
            335;1;335;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X303_Mirror_Heat_GND to MuxHighLow_X311_Mirror_Side_Indication";"1000";"4877.5529999999999";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4877.553 <= 9.9E+37. (Double)";8,770.5525;6.1581;"True"
            336;1;336;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.119";"Calculate Absolute Value MuxHighHigh_X303_Mirror_Heat_GND to MuxHighLow_X311_Mirror_Side_Indication";"1000";"4877.5529999999999";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4877.553 <= 9.9E+37. (Double)";8,776.7311;0.1374;"True"
            337;1;337;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X303_Mirror_Heat_GND and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,776.8766;1.6685;"True"
        338;1;338;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIR_POTI_GND_X304_TO_MIRROR_SIDE_INDICATION_X311";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mir Poti GND (X304) to Mirror Side Indication (X311)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,778.6290;44.2512;"True"
            339;1;339;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X304_Mir_Poti_GND and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,778.9079;35.9628;"True"
            340;1;340;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X304_Mir_Poti_GND to MuxHighLow_X311_Mirror_Side_Indication";"1000";"4874.6180000000004";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4874.618 <= 9.9E+37. (Double)";8,814.9076;6.0974;"True"
            341;1;341;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.120";"Calculate Absolute Value MuxHighHigh_X304_Mir_Poti_GND to MuxHighLow_X311_Mirror_Side_Indication";"1000";"4874.6180000000004";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4874.618 <= 9.9E+37. (Double)";8,821.0256;0.1281;"True"
            342;1;342;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X304_Mir_Poti_GND and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,821.1608;1.6716;"True"
        343;1;343;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"CHECK_FOR_FRONT3";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check For Front";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Front' was found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step 'CHECK_FOR_FRONT4'.";8,822.8998;0.1129;"True"
        344;1;344;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"CHECK_FOR_FRONT4";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check For Front";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Front' was found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step '@NEXT'.";8,823.0252;0.0638;"True"
        345;1;345;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"SWA_LED_X304_TO_MIRROR_POTI_POS-X_X313";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"SWA LED (X304) to Mirror Side Indication (X311)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,823.1001;60.4773;"True"
            346;1;346;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X313_Mirror_Poti_Pos-X";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,823.3429;47.8889;"True"
            347;1;347;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X312_SWA_LED to MuxHighLow_X313_Mirror_Poti_Pos-X";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,871.2858;8.6186;"True"
            348;1;348;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.121";"Calculate Absolute Value MuxHighHigh_X312_SWA_LED to MuxHighLow_X313_Mirror_Poti_Pos-X";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,879.9642;0.2035;"True"
            349;1;349;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X313_Mirror_Poti_Pos-X";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,880.1807;3.2785;"True"
        350;1;350;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"SWA_LED_X312_TO_MIRROR_ADJUST_MOTOR-XY_X305";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"SWA_LED (X312) to Mirror Adjust Motor-XY (X305)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,883.6310;24.9849;"True"
            351;1;351;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X305_Mirror_Adjust_Motor-XY";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,884.0888;15.7321;"True"
            352;1;352;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X312_SWA_LED to MuxHighLow_X305_Mirror_Adjust_Motor-XY";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,899.8490;6.4892;"True"
            353;1;353;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.122";"Calculate Absolute Value MuxHighHigh_X312_SWA_LED to MuxHighLow_X305_Mirror_Adjust_Motor-XY";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,906.3641;0.1464;"True"
            354;1;354;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X305_Mirror_Adjust_Motor-XY";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,906.5185;2.0197;"True"
        355;1;355;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"SWA_LED_X312_TO_MIR_POTI_GND_X304";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"SWA LED (X312) to Mir Poti GND (X304)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,908.6471;11.1952;"True"
            356;1;356;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X304_Mir_Poti_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,908.9590;2.2218;"True"
            357;1;357;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X312_SWA_LED to MuxHighLow_X304_Mir_Poti_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,911.2143;6.3634;"True"
            358;1;358;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.123";"Calculate Absolute Value MuxHighHigh_X312_SWA_LED to MuxHighLow_X304_Mir_Poti_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,917.5990;0.1401;"True"
            359;1;359;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X304_Mir_Poti_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,917.7463;2.0232;"True"
        360;1;360;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"SWA_LED_X312_TO_MIRROR_HEAT_GND_X303";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"SWA LED (X312) to Mirror Heat GND (X303)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,919.8713;12.5393;"True"
            361;1;361;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X303_Mirror_Heat_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,920.1596;3.7770;"True"
            362;1;362;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X312_SWA_LED to MuxHighLow_X303_Mirror_Heat_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,923.9548;6.1599;"True"
            363;1;363;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.124";"Calculate Absolute Value MuxHighHigh_X312_SWA_LED to MuxHighLow_X303_Mirror_Heat_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,930.1361;0.1343;"True"
            364;1;364;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X303_Mirror_Heat_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,930.2784;2.0268;"True"
        365;1;365;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"SWA_LED_X312_TO_MIRROR_SIDE_INDICATION_X311";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"SWA LED (X312) to Mirror Side Indication (X311)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,932.4606;17.5238;"True"
            366;1;366;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,932.8809;5.7846;"True"
            367;1;367;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X312_SWA_LED to MuxHighLow_X311_Mirror_Side_Indication";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,938.7141;8.4647;"True"
            368;1;368;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.125";"Calculate Absolute Value MuxHighHigh_X312_SWA_LED to MuxHighLow_X311_Mirror_Side_Indication";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";8,947.2038;0.1888;"True"
            369;1;369;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X312_SWA_LED and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,947.4024;2.4757;"True"
        370;1;370;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_HEAT_GND_X303_TO_MIRROR_EC_DCU_OUT_X302";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror Heat GND (X303) to Mirror EC DCU Out (X302)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";8,950.0276;77.5401;"True"
            371;1;371;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X303_Mirror_Heat_GND and MuxHighLow_X302_Mirror_EC_DCU_Out";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";8,950.4283;68.4828;"True"
            372;1;372;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X303_Mirror_Heat_GND to MuxHighLow_X302_Mirror_EC_DCU_Out";"1000";"4085.105";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4085.105 <= 9.9E+37. (Double)";9,018.9522;6.7038;"True"
            373;1;373;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.126";"Calculate Absolute Value MuxHighHigh_X303_Mirror_Heat_GND to MuxHighLow_X302_Mirror_EC_DCU_Out";"1000";"4085.105";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 4085.105 <= 9.9E+37. (Double)";9,025.6966;0.1423;"True"
            374;1;374;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X303_Mirror_Heat_GND and MuxHighLow_X302_Mirror_EC_DCU_Out";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,025.8474;1.6582;"True"
        375;1;375;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_EC_DCU_OUT_X302_TO_MIRROR_FOLDING_MOTOR_GARAGE_X310";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror EC DCU Out (X302) to Mirror Folding Motor Garage (X310)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";9,027.5985;92.5515;"True"
            376;1;376;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X302_Mirror_EC_DCU_Out and MuxHighLow_X310_Mirror_Folding_Motor_Garage";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,027.8876;77.7204;"True"
            377;1;377;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X302_Mirror_EC_DCU_Out to MuxHighLow_X310_Mirror_Folding_Motor_Garage";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,105.6549;6.5713;"True"
            378;1;378;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.127";"Calculate Absolute Value MuxHighHigh_X302_Mirror_EC_DCU_Out to MuxHighLow_X310_Mirror_Folding_Motor_Garage";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,112.2516;0.1754;"True"
            379;1;379;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X302_Mirror_EC_DCU_Out and MuxHighLow_X310_Mirror_Folding_Motor_Garage";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,112.4363;7.6449;"True"
        380;1;380;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_FOLDING_MOTOR_GARAGE_X310_TO_MIRROR_SIDE_INDICATION_X311";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror Folding Motor Garage (X310) to Mirror Side Indication (X311)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";9,120.1795;50.0550;"True"
            381;1;381;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X310_Mirror_Folding_Motor_Garage and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,120.4905;41.7023;"True"
            382;1;382;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X310_Mirror_Folding_Motor_Garage to MuxHighLow_X311_Mirror_Side_Indication";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,162.2316;6.1219;"True"
            383;1;383;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.128";"Calculate Absolute Value MuxHighHigh_X310_Mirror_Folding_Motor_Garage to MuxHighLow_X311_Mirror_Side_Indication";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,168.3763;0.1392;"True"
            384;1;384;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X310_Mirror_Folding_Motor_Garage and MuxHighLow_X311_Mirror_Side_Indication";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,168.5231;1.6488;"True"
        385;1;385;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_SIDE_INDICATION_X311_TO_MIRROR_EC_DCU_OUT_X302";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror Side Indication (X311) to Mirror EC DCU Out (X302)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";9,170.2656;49.8707;"True"
            386;1;386;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X311_Mirror_Side_Indication and MuxHighLow_X302_Mirror_EC_DCU_Out";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,170.5691;40.4872;"True"
            387;1;387;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X311_Mirror_Side_Indication to MuxHighLow_X302_Mirror_EC_DCU_Out";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,211.0960;6.9662;"True"
            388;1;388;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.129";"Calculate Absolute Value MuxHighHigh_X311_Mirror_Side_Indication to MuxHighLow_X302_Mirror_EC_DCU_Out";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,218.1041;0.1459;"True"
            389;1;389;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X311_Mirror_Side_Indication and MuxHighLow_X302_Mirror_EC_DCU_Out";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,218.2581;1.8175;"True"
        390;1;390;0;"TS_0010_CONNECTOR_PIN_SHORT_DETECTION";;"MIRROR_HEAT_GND_X303_TO_MIRROR_FOLDING_MOTOR_GARAGE_X310";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"Mirror Heat GND (X303) to Mirror Folding Motor Garage (X310)";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'MEASURE_RESISTANCE_BINARY' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";9,220.1671;9.9029;"True"
            391;1;391;0;"MEASURE_RESISTANCE_BINARY";;"CONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Connect Channels MuxHighHigh_X310_Mirror_Folding_Motor_Garage and MuxHighLow_X303_Mirror_Heat_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,220.4509;1.7372;"True"
            392;1;392;0;"MEASURE_RESISTANCE_BINARY";;"MEASURE_RESISTANCE";"ANALOG";"READ";"NORMAL";;"Measure Resistance MuxHighHigh_X310_Mirror_Folding_Motor_Garage to MuxHighLow_X303_Mirror_Heat_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,222.1997;5.9684;"True"
            393;1;393;0;"MEASURE_RESISTANCE_BINARY";;"CALCULATE_ABSOLUTE_VALUE";"TOOLS";"CALC";"FORMULA2_NEW";"0010.130";"Calculate Absolute Value MuxHighHigh_X310_Mirror_Folding_Motor_Garage to MuxHighLow_X303_Mirror_Heat_GND";"1000";"9.8999999999999993E+37";"CompareDouble";"9.9e+37";"Ohm";"InLimit";"Valid";"Checked condition:  1000 <= 9.9E+37 <= 9.9E+37. (Double)";9,228.2154;0.1647;"True"
            394;1;394;0;"MEASURE_RESISTANCE_BINARY";;"DISCONNECT_CHANNELS";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"Disconnect Channels MuxHighHigh_X310_Mirror_Folding_Motor_Garage and MuxHighLow_X303_Mirror_Heat_GND";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";9,228.3895;1.6297;"True"
